,summary,access,interaction,house_rules,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
2991,"Single Room on Redline - Peabody Square!! Located just minutes from downtown Boston and I-93,  offering great access to public transportation ;T Station and MBTA Stops, antique shops, boutiques and restaurants.",Guest will have access to the Kitchen and livingroom area as well as the patio.,I will be available in the home to assist with any question or information needed.,The Perfect home stay for clean and responsible person. Home is keep neat and clean at all times. Guest wipe up after themselves after using the kitchen. There is no smoking in home and no pets allowed in home. No overnight guest to keep the stay peaceful and quiet.,2015-04-13,within an hour,100%,100%,f,3,Dorchester,Dorchester,,t,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,73.0,$100.00,$75.00,0,$0.00,4,28,1,100.0,f,f,strict,0.1
2992,"This room is located on the third floor of my home. Spacious, bright and clean room that comes with a full size bed,  dresser with mirror and lots of space for clothes. Please note any additional guest in this room will pay a $20.00 fee per night.","Microwave, stove, refrigerator",My daughter (Vanisa ) and I will assist you throughout your stay at our home. And we are willing to make accommodations for you and your guest within reason and given enough notice.,"I would expect guess to be respectful,  no smoking in the house.  No loud music, and keeping the place clean as well.",2015-06-02,within an hour,100%,95%,f,3,Mattapan,Dorchester,,t,House,Private room,2,1.0,1.0,1.0,Airbed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",,65.0,,$25.00,1,$20.00,1,1125,14,90.0,f,f,strict,2.9
2993,"This apartment features an open layout with a spacious and stocked kitchen, dining room and living room, a master bedroom with private bath and jacuzzi tub, and two more bedrooms. A wonderful place to rest and relax.",All rooms will be accessible for guest use.,"We will be easily available through email, text message, or phone calls as needed.","Please, no smoking inside the building or on the porches.  Due to sensitivities, we ask that you not use perfume, cologne, or aerosol products in the house. No parties. No illegal drug use.  We are an eco-friendly family and appreciate your help in recycling (bin in the kitchen) and turning off lights, fans, etc. when not in use.  Please lock all doors of the building behind you.",2010-04-29,within a few hours,100%,89%,f,2,Dorchester,Dorchester,,t,Apartment,Entire home/apt,6,2.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",,275.0,,,1,$0.00,2,14,2,100.0,f,f,moderate,0.63
2994,"Huge 8 rooms, 5 bdrms.  house. Kitchen, living & dining rooms on 1st floor.   3 bedrooms  and a bathroom on the  second level. 1 huge bedroom and a small room on 3rd flr.","Free Breakfast  Comfortable Queen Bed with clean, soft sheets , Fresh Towels  Free  Wi-Fi  Living Room with 60"" TV screen, free snacks Fridge Space  Air Conditioner  Space Heater  Desk, stationary  On-Street Parking  Coffee Maker washer and dryer.",We are very a friendly older couple that are working professionals. We  are outgoing and like to meet new people. We like to invite our guest to dine with us and to visit some of the restaurants that we visit. We also take day trips during the summer months and we will invite our guest. The summer is generally a time for lots of family cookouts too.  ,Respect our rules.  Please remove  shoes when inside the house.,2015-01-13,within a few hours,100%,50%,t,2,Dorchester,Dorchester,,t,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,78.0,,$30.00,1,$25.00,2,1125,23,96.0,f,f,strict,1.2
2995,"Affordable, comfortable room shared with international scholars, 3 mins to Savin Hill redline station, 10 to UMass,15 to downtown 20 to MGH, 25 to Harvard, 35 to Longwood hospital 15 to beach, 5 to mkt, food & Shop across the street.  ",,,"No smoking or drinking in the apt. Lock out will be $50. late check in after 9 pm and before 9 a.m. is $50. Respect yourself, respect other, clean up after yourself. Thank you",2014-06-05,within a few hours,79%,100%,f,18,Dorchester,Dorchester,,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,52.0,$100.00,$50.00,1,$0.00,5,60,3,73.0,f,f,strict,0.12
2997,Located in a quiet area ten minutes away from Historic Downtown Boston by train or bus. Private off street parking. Across the street from a church. Five minute walk to local recreation center with swimming pool. Breakfast/dinner optional for fee.,"Guess will have access to the dining room, living room and bathroom which would be shared with other guest.",Host will be available to provide support throughout the stay.,Keep noise down and have consideration for other guest.  No smoking on premises.,2015-09-01,within an hour,90%,80%,f,3,Roxbury,Dorchester,,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,100.0,,,1,$80.00,1,1125,2,100.0,f,f,flexible,0.16
2998,My place is a 10-minute walk far from JFK/UMass Station. You’ll love my place because of the Harborwalk. Good for solo adventurers and business travelers.,,,,2014-12-07,within an hour,100%,100%,f,1,Dorchester,Dorchester,,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,60.0,$100.00,$5.00,0,$0.00,1,1125,7,83.0,f,f,moderate,3.28
2999,"Charming Victorian hill-top house, pleasant residential neighborhood, eight minutes walk to subway. Private room, high ceilings, carved wood decor, ocean views, decks; like Weaselys' house in Harry Potter, something interesting around every corner! ","Rooms are fully furnished; shared kitchen fully equipped; rent includes WIFI, utilities, laundry facilities, easy onstreet parking. Bathrooms and common areas are shared.  There are two full bathrooms and one half bathroom. Breakfast isn't provided but kitchen facilities are available.  Off-street parking is an extra fee, but there is plenty of on-street parking available for free.","I live in the house; if I am not travelling, I am available for advice about getting around Boston and about restaurants and shopping nearby.  I speak Italian and French, and understand Spanish. ","Guests who use kitchen must wash their dishes (or put them in dishwasher) and wipe stove and counters after eating, in courtesy to other guests.   No smoking inside or behind the house; smoking is permitted only in smoking area in front of house.  To maintain quiet on floors with bedrooms, please use headphones to listen to music/videos or when making (SENSITIVE CONTENTS HIDDEN) calls in bedrooms, and keep hallways conversations quiet and short. ",2013-11-09,within an hour,100%,96%,f,4,Dorchester,Dorchester,,t,House,Private room,2,2.5,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,65.0,,$10.00,1,$20.00,2,1125,62,91.0,f,f,flexible,2.33
3000,"Quiet room, sharing kitchen & bathroom with other student/professional. Less than 3 mins walk to train, food, market shops near by, 15 mins to downtown, 20 min to MGH, 30 min to Longwood hospital Beth Israel, Downtown Financial District. No Pets!",Sharing All common areas with other students/professionals.,I will be a phone call/text or email away if you need my help.  Always available for my guests.,"NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",2014-05-30,within a few hours,100%,94%,f,22,,Dorchester,,f,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,60.0,$500.00,$50.00,0,$0.00,10,1125,6,77.0,f,t,moderate,0.56
3001,"Come stay in a modern treehouse, nestled at the top of historic Jones Hill.  You'll have the entire third floor of a beautifully updated Victorian home, featuring front and back roof decks, hardwood floors, and plenty of skylights. With easy street parking and quick access to the best of Dorchester, Southie, and downtown Boston, this is the perfect retreat for traveling couples or groups of friends.","You will have access to the entire third floor of our building. Feel free to use our welcoming kitchen, dishwasher included, or hang out in the comfy dining and living rooms.  Our small music room and large front balcony are favorite places to have breakfast or tea.","We might meet you briefly on your first or last day in the house, but otherwise you'll have the space to yourself.",,2013-11-17,within a few hours,100%,71%,f,1,Dorchester,Dorchester,,t,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}",,100.0,,,2,$10.00,4,1125,3,100.0,f,f,flexible,1.38
3003,"Perfect if you're looking for an inexpensive, clean and super quiet place to sleep. Close to downtown, convention center and local colleges! Plenty of restaurants and shopping nearby and very easy access to subway and bus transportation! Check out my other listing - https://www.airbnb.com/rooms/3945704","You'll have access to the bathroom, kitchen and living room. Iron and ironing board is available. Wifi. Complimentary bottled water (bottom shelf in refrigerator.) If there is something extra you might need, send me a quick email. I'm sure I can get it for you!","I tend to work a lot, so I probably won't be home much during your stay... but I will be available to address any questions or concerns you may have or give any recommendations during your stay.","* If you are booking a room, you must be the person staying in room. DO NOT book a room for somebody else!* *ALSO, please only book if you have a face photo in your profile!* This is a residential building, with professionals living throughout. Being respectful is a must! No loud music, No smoking and pets are NOT allowed in the building.  Also, only guests listed on the booking are allowed in this house. Strangers, friends and family members are not allowed inside the house. For your safety, and mine. :) Lost keys will result in a $50 fee to replace the locks in the house.",2014-08-23,within an hour,100%,99%,t,2,Dorchester,Dorchester,,t,Apartment,Private room,1,1.0,1.0,1.0,Airbed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,40.0,$100.00,$14.00,1,$0.00,1,11,101,96.0,f,t,moderate,4.57
3004,"You’ll love my place because of the coziness, the high ceilings, & the location. My place is close 5-10 minutes walk away from Shawmut Station and 10 minute train ride to Downtown Boston. Car ride to the airport 15-20 minutes. Stop n' Shop is 2-5 minute car ride from the house, as well as CVS, Lamberts, Citizens Bank, as well as local parks. Local pubs & restaurants are close by so you don't need to travel far to eat. Family, couples, solo adventurers, & business goers are welcomed.","Apartment includes fan, hot water, cable, WIFI and plus fully equipped kitchen, completely furnished living room, bedroom sheets and towels and blankets. On-street parking plentiful and unrestricted, off-street parking available for additional fee. Entrance to the home is in the front of the house which a key will be provided.","You have this space to yourself; but, I live in the upstairs part of the house, so am usually handy if you need anything or have a question.",- No shoes on carpets and rugs - Eating and Drinking only in Kitchen - Quiet time from 11pm - 6am - No gatherings or parties,2016-06-25,within an hour,100%,100%,f,1,Dorchester,Dorchester,,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Iron,""Laptop Friendly Workspace""}",,175.0,$125.00,$25.00,4,$25.00,1,3,1,100.0,f,f,strict,1.0
3005,"Master bedroom with queen bed, flat-screen TV, lots of cable tv channels, free WiFi, desk, dresser, walk-in closet and en-suite private bathroom.  The suite is stylishly decorated and includes linens (sheets, pillow cases, towels, wash clothes, and even beach towels). Dedicated (free) off-street parking for one vehicle.","Upon request, guests can use the fully stocked kitchen, dining area, laundry, and outdoor garden/living space. You will be sharing the condo with my long-time friend and former roommate, Alex, who is the award-winning gardener who created the beautiful indoor and outdoor spaces of the condo. Alex uses the second bedroom and his own bathroom. The Airbnb bedroom has a key access so the room can be locked when you're out. At some point, the third bedroom will be setup for Airbnb travelers as well.",Resident host can help you with directions to navigate the city and recommend nearby restaurants.,"No smoking (indoors or outside on the property). No pets. No parties. Prefer quiet professional singles or couples in town for work and/or tourism. No children. Please note that this is Alex's home (he lives there), so please be respectful by keeping noise down and cleaning up after yourselves.",2014-07-31,within an hour,100%,100%,t,1,Dorchester,Dorchester,,t,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,108.0,,$25.00,2,$0.00,1,1125,37,96.0,f,f,moderate,3.23
3006,"This location is 15 mins away from the heart of Boston. One bedroom (max 2 pp). Includes 32"" tv, desk with lamp, and a four-drawer dresser with hangers. Kitchen is stocked with dishes, utensils, coffee maker, microwave, fridge/freezer n breakfast bar",,,,2015-01-08,within an hour,75%,100%,f,3,Dorchester,Dorchester,,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,65.0,,,1,$0.00,2,1125,15,73.0,f,t,strict,0.89
3007,"My place is located across from a park, just minutes from downtown, steps away from Shawmut and Ashmont T Stations, convenient to I-93 with plenty of street parking. My place is good for couples, solo adventurers, and business travelers.  I invite you to enjoy my home (no pets, no smoking, no parties).","Shared front deck, rear deck and garden.",I am available by phone and e-mail throughout your stay.,Check in is after 3 pm and check out is at 12 pm.  No parties or events.  No smoking.  No pets.  No unauthorized guests.  My home is not child proof.  Please leave your shoes at the entrance of the apartment.,2012-11-06,within an hour,100%,100%,f,2,Dorchester,Dorchester,,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,144.0,,$50.00,1,$100.00,1,1125,12,97.0,f,f,strict,6.43
3009,"A private room in a charming three bed, two bath condo located on Pope's Hill with gorgeous finishes and unique features. Unbeatable views of downtown Boston from the private back deck. Stunning kitchen, wood fireplace, and minutes from the redline.","Guests will have access to one of the bed rooms, a full bathroom, and all common spaces including, the deck, sunroom, living room, dining room, and kitchen. Guests are welcome to use the fireplace.","I will be available to help make your stay as comfortable as possible. When I am not at the place, I will be available by phone.","We ask that no alcohol or pork be brought into the home. Other than that, my home is your home. I simply ask that you please treat the home and its inhabitants with respect.",2014-01-22,within a few hours,100%,100%,t,1,Dorchester,Dorchester,,t,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",,60.0,,$10.00,1,$10.00,2,1125,21,93.0,f,t,strict,1.69
3010,"宽敞明亮带空调,靠近JFK/UMASS 地铁站,到唐人街、south station 和 downtown 约15分钟,到MIT 和 哈佛大学约30-40分钟","冰箱,空调,微波炉",,,2016-03-21,within an hour,100%,98%,f,2,,Dorchester,,f,House,Private room,3,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets Allowed"",Shampoo}",,65.0,,,1,$0.00,1,1125,14,80.0,f,t,flexible,5.12
3012,"Beautiful bedroom and exclusive use of the bathroom in this unique and historic home.  We are in Dorchester, a 7 minute walk to the MBTA then 4 short stops to downtown.  We have a friendly cat and dog.  Breakfast included. No children please.","Living room, dining room, kitchen, guest room and bath, backyard and deck.",You will receive a welcome email from me once you book and a welcome bag o' fun upon your arrival.,"No drunken, naked brawling.  Other than that, no rules. And no smoking. Or illegal drugs. Or pets. OK, so there were more rules. I only accept guests who have been verified through Airbnb.  And I'm a little suspect if you have a blank profile and no picture.  Remember, I'm inviting you into my home and I hope you're not a axe murderer. If this is your first experience with Airbnb, read all the Airbnb information on this website.  Airbnb is not a hostel, nor is it a hotel. I rarely accept guests if they have never used Airbnb before. Please keep the bedroom clean and organized.  You will have exclusive access to the bathroom on the second floor during your stay.   However, this also serves as the guest bathroom, so do your best to keep it tidy.  Don't leave your unmentionables hanging on the light fixtures. You will have access to the first floor (living room, dining room and kitchen) and the guest bedroom and bathroom on the second floor.  My bedroom and study on the second floor and t",2015-09-27,within an hour,100%,100%,t,2,Dorchester,Dorchester,,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,150.0,,$25.00,1,$0.00,2,1125,29,98.0,f,f,strict,2.6
3013,"Blue bedroom in a funky, vinrage inspired apartment.  Living room has Netflix and Hulu. Apartment has a living room, dining room and kitchen which you are more than welcome to utilize.  Please be advised, cats live here too!","You are welcome to enjoy the living room, dining room, kitchen and front and back porches!",,Please do not smoke in the house.  Please no parties or loud events.,2011-07-21,within a few hours,92%,69%,f,3,Dorchester,Dorchester,,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,80.0,,,1,$10.00,1,1125,4,80.0,f,f,flexible,0.96
3014,"Beautiful Victorian house built in 1948. Clean, Comfortable and Colorful interior, nice hardwood floors, there is all you need to feel at home. 4 min to walk to Field's Corner stop on Red line subway and within minutes you are in Downtown.","Dinning room, living room, kitchen, patio on the back, open balcony in the front and back of the house, coin operated laundry in the basement (4 for washer, 5 for dryer, you are welcome to use the detergent","E-mail, phone, text, line: (PHONE NUMBER HIDDEN) (SENSITIVE CONTENTS HIDDEN): hermine889 or Juan house manager always near bye: (PHONE NUMBER HIDDEN)","Check-in is 2:00 pm, and checkout 11:00 am (the bedrooms please, you leave your bags to pick up later or bring them early). After reservation please send me your arrival and departure time for logistics 1.No shoes to the second floor  2.Keep the volume low before 8am and after 10pm 3.Close the doors gently 4.No shower after  11:30pm 5.No Laundry after  before 9am and after 8pm 6.Keep the kitchen and  bathroom in decent condition after you 7.Close the shower curtain well (important) 8.No water around the sink (under the sink there is a sponge you can use it to dry) 9.Turn off the light when you leave the room 10.Trash out from the room  BLUE BOX recycling  11.Leave the key in the room THANK YOU",2010-05-05,within an hour,100%,100%,f,11,Dorchester,Dorchester,,t,House,Entire home/apt,14,2.5,5.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",,395.0,$200.00,$140.00,8,$15.00,2,365,19,85.0,f,f,strict,0.38
3015,"My place is close to Ashmont Station- red line subway stop, Tavolo Ristorante, Flat Black Coffee Co, Greenhills Irish Bakery, Blasi's Cafe. You’ll love my place because of the location, the high ceilings, the coziness, the views, , the kitchen. My place is good for solo adventurers and business travelers.",,,"- Kindly clean up after yourself, as this is self catering, and we have other guests who would like to enjoy the space",2015-12-29,within an hour,98%,88%,f,7,Dorchester,Dorchester,,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,55.0,$200.00,$25.00,1,$10.00,2,1125,1,20.0,f,f,strict,0.37
3016,"The Roseclair is a, luxury apartment centrally located in Boston near the historic South End. The Roseclair combines characteristic turn-of-the-century Boston area architecture with modern day amenities and comfort.",,,,2010-01-19,within a day,73%,91%,f,10,Dorchester,Dorchester,,t,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials}",,164.0,$500.00,$150.00,3,$10.00,2,36,12,92.0,f,f,strict,0.52
3017,"Fully renovated with top quality of amenities. Located in a quiet and safe neighborhood.  Four minute walk to JFK Station which leads to Downtown Boston, MIT and Harvard shortly. Beach of Dorchester Bay is 15 minutes walking. Supermarket nearby.",Enter the  apartment with your own keys.,My school is very close to the location. I will meet you quickly if you need any help.,Keep your bedroom and apartment clean. Keep quiet when you share this apartment with other guests. No smoking inside the apartment. Your staying will be terminated if you smoke inside the building. No party after 9:30 p.m.,2011-07-28,within a few hours,80%,100%,f,4,Dorchester,Dorchester,,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,70.0,,$20.00,1,$20.00,2,365,22,92.0,f,f,moderate,0.76
3018,"My place is close to family-friendly activities and public transport. You’ll love my place because of classic era details with a touch of modern amenities, the huge front deck, the location, the coziness, the views, & the people. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",,,,2015-07-24,within a few hours,94%,91%,f,3,,Dorchester,,f,Condominium,Entire home/apt,8,2.0,5.0,4.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}",,300.0,,$50.00,6,$35.00,1,1125,9,93.0,f,f,strict,5.87
3019,"Beautiful bedroom (Sunish's) with full size bed awaits your visit in a beautiful and eclectic apartment around the corner from the red line subway. The neighborhood is safe, quiet, diverse and convenient; you can hop on the subway and get anywhere in town in just a short ride.",Guest share the full home/apartment with the exception of the other bedrooms.,As much or as little as you wish. :),"• Check-in time is 3PM. • Check-out time is 11:00AM. • No parties or events • Not suitable for pets • No smoking No smoking, no drugs, no parties and please, no visiting pets or unannounced visitors. Please lock up door when you go out, and during the heating season, turn down the heat. If you are new to Airbnb, the idea is that I’m not renting a room, but rather sharing my home. I live and work here, and enjoy meeting new people. It's like having old friends visit, not like a hotel. You are welcome to make yourself at home in the common living areas and to use the kitchen, but please leave everything as clean and put away as you have found it. As we will be sharing a bathroom, I appreciate your tidying up and keeping personal items in your room. The cat is not allowed outdoors – he can be sneaky so please don’t leave doors open and keep an eye out for her. You are welcome to the kitchen (and common areas), thank you for cleaning your dishes after using them.   I am environmentally fri",2016-02-07,within a few hours,100%,70%,t,8,,Dorchester,,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,85.0,$250.00,$30.00,1,$15.00,2,180,9,100.0,f,f,moderate,1.78
3021,great location on a small dead end street.  close to everything but quietly hidden away.  newly updated with stainless stain appliances and comes with an in unit washer and dryer.  We are a 5-7 minute walk to the red line with front door parking,,,,2015-09-08,within a day,90%,33%,f,1,Dorchester,Dorchester,,t,Condominium,Entire home/apt,4,1.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,150.0,$450.00,$50.00,1,$0.00,3,1125,1,100.0,f,f,moderate,1.0
3022,...in apartment on second floor of two family house in friendly neighborhood with landlord living downstairs. It comes with a shared bathroom. On street parking is available.,Guests are welcome to use kitchen utensils for preparing food. The living room is equipped with a few books and a TV for entertainment. Please ask me first if you want to use any of my things.,"I like to chat with my guests in the morning while we have a cup of coffee or tea. However, we will interact as much or as little as you like.","Please take your street shoes off when entering the house. This is a smoke free home. Please no smoking in and around the house. For all my male guests: Please sit on the toilet. No standing please! This is a shared facility. Therefore, please be considerate of the amount of water and electricity you use. Please keep the noise level low.",2013-11-16,,,,f,1,Dorchester,Dorchester,,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Pets live on this property"",""Other pet(s)""}",,76.0,$100.00,$15.00,1,$0.00,2,1125,5,80.0,f,f,moderate,0.3
