,summary,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
3486,"Although the rest of our building is vintage charmer, this room is more  modern  with some fun and playful relaxing element detail. Right on two bus lines with an open floor plan, seating and yoga mats to stretch out. We look forward to hosting you",2009-08-09,within a few hours,100%,100%,f,5.0,Georgetown,Georgetown,Other neighborhoods,t,Other,Private room,2,3.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,75.0,$100.00,$10.00,1,$10.00,2,30,20,90.0,f,f,moderate,1.08
3489,"Our two bedroom  very comfortable and easy to find,  across from Boeing field I-5, between the airport and Downtown Seattle. Very close to South center, Georgetown. Key less entry and  2 minutes away from the bus stop for easy commute. Big library.",2014-11-15,within an hour,100%,100%,f,5.0,South Park,South Park,Other neighborhoods,t,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,105.0,$200.00,$60.00,2,$10.00,2,1125,15,88.0,f,t,moderate,1.25
3490,"Private, Cozy West Seattle home with a huge fenced backyard, beautiful garden, two patios and best of all...a HOT TUB! Beautifully decorated and very cozy! Conveniently located a few miles from Alki Beach, just a ten minute drive to downtown Seattle!",2015-08-12,within an hour,100%,100%,f,1.0,,Roxhill,Delridge,f,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,125.0,$200.00,,0,$0.00,2,1125,5,96.0,f,t,strict,2.31
3491,"Small house in the Westwood Neighborhood of West Seattle.  One block from the bus line on 35th Ave and a short walk to the Westwood Village shopping center.  Coffee shops, parks, bars and a library are within five minutes walking.  Lincoln Park is a 15 minute walk.",2015-09-02,,,,f,1.0,Roxhill,Roxhill,Delridge,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,60.0,,,1,$30.00,1,1125,2,90.0,f,f,flexible,0.5
3493,"Just-finished remodeled MIL unit with a huge bedroom, walk-in closet, full bath, kitchenette, and common area with a small TV/DVD player. The windows are huge, and the place also has its own off-street parking spot and private entry.",2012-07-12,within a few hours,90%,100%,f,1.0,Highland Park,Highland Park,Delridge,t,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,65.0,,$25.00,1,$0.00,1,1125,40,93.0,f,f,flexible,5.91
3495,"Visit a diverse working class neighborhood tucked into the SE corner of West Seattle, close to the airport & 15-20 min away from downtown by car.  Stay at our private, accessible 1 bedroom apartment in the basement of our home.",2012-09-13,within a few hours,100%,100%,f,1.0,Highland Park,Highland Park,Delridge,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}",,120.0,,,2,$5.00,2,125,64,92.0,f,f,moderate,1.69
3496,Enjoy your stay at our trendy chic studio basement.  Comfortably fits two to four people (Aerobed provided) and is minutes away from the airport and downtown Seattle! See you soon!,2010-07-15,within a few hours,100%,100%,t,1.0,Highland Park,Highland Park,Delridge,t,House,Private room,4,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,150.0,$200.00,$30.00,4,$10.00,2,5,26,99.0,f,f,flexible,2.13
3498,"Cozy two bedroom home, with spacious bathroom and full kitchen. House features a finished deck, surrounded by a lovely garden. The Highland Park neighborhood is filled with easy to reach parks, and is a 15 minute drive to downtown Seattle.",2015-04-14,within a day,100%,,f,1.0,Highland Park,Highland Park,Delridge,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,110.0,,$95.00,1,$0.00,7,10,3,93.0,f,f,strict,0.48
3499,"Situated in one of Seattle's most interesting neighborhoods, our place is located 15 minutes North of Seatac Airport, and 10 minutes SW of Downtown Seattle.  Peace and quiet at the house, or excitement just around the corner!",2013-06-04,within a day,100%,,f,1.0,Highland Park,Highland Park,Delridge,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,75.0,,,2,$10.00,1,1125,5,92.0,f,f,flexible,0.64
3501,I have a beautiful private room and bathroom available in a friendly residential neighborhood. I'm the bus line to Downtown Seattle. The airport is about 20-30 min by car. I provide breakfast essentials and some snacks as well as a cozy  bed.,2012-03-17,within an hour,100%,100%,f,1.0,Highland Park,Highland Park,Delridge,t,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",""Laptop Friendly Workspace""}",,53.0,,,1,$0.00,1,1125,10,92.0,f,f,flexible,1.52
3502,"Well appointed 1500 s.f. 2bd West Seattle home with private parking is perfectly positioned just 10 min from downtown Seattle, Alki Beach & Sea-Tac Airport. 1/2 block from major bus routes. A great base camp for all your Seattle exploring! ",2014-03-05,within a few hours,100%,,f,1.0,Highland Park,Highland Park,Delridge,t,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,129.0,$250.00,$90.00,4,$25.00,2,10,5,100.0,f,f,moderate,0.26
3503,"Cute 1950's apartment in the exclusive Madison Park neighborhood. Only a block away from the Madison Park ""mini downtown"" where you will find restaurants, bars, shops, spas, a bakery, post office, fitness studio and grocery store. Seattle bus route 11 stops right in front of the apartment, it's a direct line to Capitol Hill and Downtown, stopping off blocks from Pike's Place Market!",2015-08-27,within an hour,100%,100%,f,1.0,Madison Park,Madison Park,Capitol Hill,t,Apartment,Shared room,2,1.0,1.0,1.0,Futon,"{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,30.0,,,1,$0.00,2,1125,17,92.0,f,f,flexible,4.08
3504,This is a very special condo overlooking Lake Washington in the much desired Madison Park Neighborhood. This private room and bath is on the top floor of a condo four blocks north of the public beach and amongst numerous restaurants and shops.,2014-11-18,within an hour,100%,100%,f,1.0,Madison Park,Madison Park,Capitol Hill,t,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",,70.0,$150.00,$75.00,1,$0.00,2,180,7,100.0,f,f,strict,1.48
3505,"A quiet space for you at only 15 minutes from downtown Seattle by bus, and walking distance to a beach area. Close by a beautiful biking trail along Lake Wa, towards Sewer Park. Japanese Gardens at a walking distance. Oh and it's at 5 minutes from UW.",2015-08-31,within an hour,100%,,f,1.0,,Madison Park,Capitol Hill,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",,80.0,,,1,$0.00,1,1125,1,100.0,f,f,moderate,0.25
3507,"Come enjoy our adorable apartment in the heart of down town Madison Park. We are within walking distance to dozens of restaurants, Starbucks, Red Apple Market, Madison Park & the Lake Washington.",2015-02-09,within an hour,100%,100%,f,1.0,Madison Park,Madison Park,Capitol Hill,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,95.0,$100.00,$35.00,1,$0.00,2,1125,3,80.0,f,f,flexible,1.14
3508,"This 4 bedroom Cape Cod has charm to spare!  Located in desirable Madison Park just steps to restaurants, shops, and arboretum.  10 minutes by bus or car to downtown Seattle.  Comfortable & beautiful home includes fireplace, yard, and home theatre.",2014-11-11,within a day,100%,100%,f,1.0,Madison Park,Madison Park,Capitol Hill,t,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,285.0,,$50.00,1,$0.00,2,1125,6,100.0,f,f,strict,0.48
3509,"Lake & Mountain views paired with the best central Seattle location just steps to the popular Madison beach and over 10 restaurants. Nicely appointed accommodations, King bed, minutes to UW, Capitol Hill or Downtown Seattle. Attentive on-site owners.",2015-06-01,within an hour,100%,100%,f,4.0,Madison Park,Madison Park,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,109.0,$500.00,$100.00,2,$15.00,3,365,5,100.0,f,f,strict,1.0
3512,"This is a one bedroom, modern apartment with living and dining room views of Lake Washington and views of a gorgeous gardens and courtyard. The bedroom has a full sized bed. The beach, park and bus are steps away. The apartment is still open today ( Saturday) Sunday and Monday!",2014-02-03,,,,f,1.0,Madison Park,Madison Park,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,{},,80.0,,,1,$0.00,1,1125,3,80.0,f,f,flexible,0.85
3513,"Enjoy your stay in our clean and tidy updated home in the quaint neighborhood of Madison Park in Seattle. Just a few blocks to Lake Washington, shops and restaurants.  One bedroom on main level, laundry available too. Dogs welcome!",2014-03-31,within a few hours,86%,100%,f,1.0,Madison Park,Madison Park,Capitol Hill,t,House,Entire home/apt,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",,200.0,,$100.00,1,$0.00,1,1125,1,100.0,f,f,flexible,0.06
3514,"Lakefront apartment with private room. Cozy full kitchen for use. Quiet, safe area: street parking, Starbucks, pool, beach, grocery store, pubs, a 6 block walk. Bus stop is 1 block away. Be at Pike Place Market in 20mins. Capitol Hill is 12 minutes.",2013-12-20,within a day,80%,100%,f,2.0,Madison Park,Madison Park,Capitol Hill,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Pool,Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,70.0,$100.00,$25.00,2,$15.00,3,30,33,89.0,f,f,moderate,1.35
3515,"Lake & Mtn views in the best central Seattle location; steps to the popular Madison beach & over 10 cafe's. Refined accommodations, A/C, pvt deck & BBQ, HDTV, King bed, Queen sleeper, minutes to UW, Capitol Hill & Downtown. Attentive on-site owners.",2015-06-01,within an hour,100%,100%,f,4.0,Madison Park,Madison Park,Capitol Hill,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,139.0,$250.00,$100.00,2,$15.00,3,180,1,100.0,f,f,strict,0.6
3516,Quaint apartment perfectly situated for the perfect Seattle experience.  Minutes from Downtown. Neighbors Capitol Hill allowing your trip peace and convenience. The Arboretum is nearly your backyard with Madison Park Beach down the hill. ,2013-08-19,,,,f,1.0,Harrison/Denny-Blaine,Madison Park,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",,75.0,,,1,$0.00,2,23,4,95.0,f,f,flexible,0.37
3517,"Extremely clean private bedroom with queen bed, private closet, TV, private balcony and private bathroom. Media room on the same floor. Kitchen and living room accessible. Can welcome up to 4 persons upon demand in another bedroom.",2015-07-29,within a few hours,100%,100%,f,1.0,Madison Park,Madison Park,Capitol Hill,t,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,150.0,,$30.00,2,$80.00,1,1125,2,100.0,f,f,moderate,0.39
3518,"This listing is for our 2 bedroom / 1.5 bathroom condo in the best neighborhood in Seattle- Madison Park. It features one queen size bed, one full size bed, and a couch, leaving room for 5 people to stay.",2013-12-28,within a few hours,100%,100%,f,1.0,Madison Park,Madison Park,Capitol Hill,t,Condominium,Entire home/apt,5,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials}",,215.0,$400.00,$60.00,5,$25.00,3,1125,8,93.0,f,t,strict,1.36
3520,"This is the top floor apartment in a Crafstman triplex on Capitol Hill. It's in a quiet, residential neighborhood, but very conveniently located near many urban amenities - cafes, restaurants, bars, buslines, parks, a natural food co-op, supermarket.",2013-09-05,within a few hours,100%,100%,f,3.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",,250.0,$500.00,,4,$25.00,4,1125,9,96.0,f,f,flexible,1.54
3522,"This spacious, airy, mid-century modern two bed + den / two bath townhome is close to the city, yet a world apart.  Close to bus and bike lanes into the city, historic volunteer park, and right off swanky 15th street, it is a walker's paradise, a vacationer's basecamp and a commuter's dream. Just minutes away from 2 grocery stores, 4 cafes, and some of Seattle's best food (Smiths!) and watering holes (Liberty and Hopvine), this place is wonderful for weekend getaways or long-term visits.",2011-11-10,within a few hours,100%,100%,f,3.0,,Stevens,Capitol Hill,f,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",,139.0,,$75.00,2,$10.00,2,1125,1,100.0,f,f,flexible,0.25
3523,"The apt is on a quiet street, but still has access to all the amenities of Capitol Hill! The apt itself is spacious - 2 bedroom, full 1 bath, large living room, and a great balcony with views of the Cascades Mountains.",2012-02-13,within a few hours,100%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating}",,104.0,,,2,$20.00,2,1125,6,87.0,f,f,moderate,0.49
3524,"Beautifully furnished townhome with large private garage –  floor to ceiling windows with lots of light - black-out shades in Master Bedroom (view of top of Mt. Rainier)  - hardwood floors, granite counter tops, fireplace, washer/dryer -  deck/garden",2013-09-10,within a day,90%,100%,f,2.0,Stevens,Stevens,Capitol Hill,t,House,Entire home/apt,2,2.5,2.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",,125.0,$150.00,,1,$0.00,30,1125,13,95.0,f,f,strict,0.8
3525,Our space is a mix of a hostel and a home. We are a group of long-term residents & subletors who welcome short term guests. This is the house to meet folks whether you are moving to town or traveling through. The house offers quiet and social spaces.,2013-07-08,within an hour,100%,100%,f,18.0,Stevens,Stevens,Capitol Hill,t,House,Shared room,1,3.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,33.0,,,1,$0.00,2,14,18,94.0,f,f,strict,1.75
3526,Our space is a mix of a hostel and a home. We are a group of long-term residents & subletors who welcome short term guests. This is the house to meet folks whether you are moving to town or traveling through. The house offers quiet and social spaces.,2013-07-08,within an hour,100%,100%,f,18.0,Stevens,Stevens,Capitol Hill,t,House,Shared room,1,3.5,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,27.0,,,1,$0.00,2,1125,20,94.0,f,f,strict,1.24
3527,"Our home is a mix between hostel and home. We are a mix of long term roommates, short term subletors and airbnb guests. We enjoy the house as a way to meet folks from around the world at home.",2013-07-08,within an hour,100%,100%,f,18.0,Stevens,Stevens,Capitol Hill,t,House,Shared room,1,3.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,29.0,,,1,$0.00,2,1125,1,100.0,f,f,strict,0.23
3528,Our space is a mix of a hostel and a home. We are a group of long-term residents & subletors who welcome short term guests. This is the house to meet folks whether you are moving to town or traveling through. The house offers quiet and social spaces.,2013-07-08,within an hour,100%,100%,f,18.0,Stevens,Stevens,Capitol Hill,t,House,Shared room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,29.0,,,1,$0.00,2,1125,19,94.0,f,f,strict,1.11
3529,"Our home is a mix between a hostel and a home. We have a mix of long term roommates, short term subletors and airbnb guests are our house. We enjoy getting to know the world at home!",2013-07-08,within an hour,100%,100%,f,18.0,Stevens,Stevens,Capitol Hill,t,House,Shared room,1,3.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,29.0,,,1,$0.00,2,1125,7,89.0,f,f,strict,1.68
3530,Our space is a mix of a hostel and a home. We are a group of long-term residents & subletors who welcome short term guests. This is the house to meet folks whether you are moving to town or traveling through. The house offers quiet and social spaces.,2013-07-08,within an hour,100%,100%,f,18.0,Stevens,Stevens,Capitol Hill,t,House,Shared room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",,30.0,,,1,$0.00,2,1125,21,92.0,f,f,strict,1.23
3531,"Private bedroom in a 1908 Victorian awaits your arrival!  Sleeps 2 people. The home sits on a quiet street steps away from two parks and public transit options. Central in the city to all the hot spots. Cozy radiant heat, two huge windows, laundry.",2014-03-29,within an hour,100%,100%,t,3.0,Stevens,Stevens,Capitol Hill,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,65.0,,$45.00,2,$20.00,2,30,43,99.0,f,t,flexible,5.73
3532,"Nestled in Capitol Hill, on a quiet street just a few blocks away from Zagat rated dining, cafe's, shopping, nightlife and a vibrant music scene. This locally prized urban inn offers modern amenities, friendly hospitality and modest rates. Come see!",2014-03-04,within an hour,100%,100%,f,6.0,Stevens,Stevens,Capitol Hill,t,House,Private room,2,5.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Heating,Shampoo}",,125.0,,,1,$0.00,2,28,15,93.0,f,f,moderate,1.03
3533,"As transplants from sunny San Diego, CA, we have brought our love for the ocean to our new home in the Pacific Northwest, resulting in a beautiful blend that we call home! Enjoy views from our large windows, the lovely garden, or cozy up by the fire!",2013-11-03,within a day,90%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",,84.0,,,1,$10.00,2,14,26,96.0,f,f,moderate,2.71
3534,"Our extra bedroom is perfect for your Seattle stay. In the heart of Capitol Hill, you are a few blocks away from restaurants, coffee shops, shopping, and nightlife. Street parking available and public transportation is a block away (namely busses 43 & 8).",2013-03-23,within a few hours,100%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,70.0,,,2,$40.00,2,14,56,95.0,f,f,moderate,2.1
3537,"We are renting out a private room in Capitol Hill with a full airbed while our fourth roommate is out of the country.  With mountain and lake views and easy access to a ton of parks and bars,  this is a low-key spot that's a great place to crash!",2014-08-14,within a few hours,90%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,House,Private room,2,1.0,1.0,1.0,Airbed,"{TV,""Wireless Internet"",""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,40.0,,,1,$7.00,1,1125,6,93.0,f,f,flexible,3.05
3538,"Nicknamed ""The Tree House,"" this home is tucked into a cluster of trees with a beautiful view of sunrise over Lake Washington. Steps away from major buses, downtown and art districts, and (now legal) pot shops, this is the perfect place to hang!",2015-04-27,within a few hours,100%,100%,f,1.0,,Stevens,Capitol Hill,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",,75.0,,,1,$0.00,1,1125,12,98.0,f,f,flexible,1.55
3541,"Nestled in Capitol Hill, on a quiet street just a few blocks away from Zagat rated dining, cafe's, shopping, nightlife and a vibrant music scene. This locally prized urban inn offers modern amenities, friendly hospitality and modest rates. Come see!",2014-03-04,within an hour,100%,100%,f,6.0,Stevens,Stevens,Capitol Hill,t,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly""}",,155.0,,,1,$0.00,2,28,24,98.0,f,f,moderate,1.12
3542,"Nestled in Capitol Hill, on a quiet street just a few blocks away from Zagat rated dining, cafe's, shopping, nightlife and a vibrant music scene. This locally prized urban inn offers modern amenities, friendly hospitality and modest rates. Come see!",2014-03-04,within an hour,100%,100%,f,6.0,Stevens,Stevens,Capitol Hill,t,Bed & Breakfast,Private room,1,5.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Heating}",,145.0,,,1,$0.00,4,1125,12,97.0,f,f,moderate,0.65
3543,An upper floor room with queen bed and shared bath. Access to a shared balcony offers guests a sitting area and expansive lake and mountain views. Two shared baths are located just across the hallway.,2014-03-04,within an hour,100%,100%,f,6.0,Stevens,Stevens,Capitol Hill,t,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,{},,165.0,,,1,$0.00,2,28,4,90.0,f,f,moderate,0.77
3546,"Our vintage, high ceiling apartment provides the best place to stay in the heart of all that is Capitol Hill, directly next to the popular 15th avenue shops and nightlife. Our back room provides a sunny loft feel with windows on all sides! ",2014-01-23,within a day,60%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,65.0,,$35.00,2,$25.00,1,1125,23,91.0,f,f,flexible,1.01
